Product Name,Sales
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72
GuestStacker Chair with Chrome Finish Legs,1487.04
Balt Solid Wood Rectangular Table,253.176
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43
Samsung Galaxy Mega 6.3,1259.97
Polycom SoundPoint IP 450 VoIP phone,361.376
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95
Electrix Halogen Magnifier Lamp,971.5
Xerox 189,314.55
GE 2-Jack Phone Line Splitter,617.97
Fellowes PB300 Plastic Comb Binding Machine,387.99
Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
GBC Recycled Regency Composition Covers,478.24
Hon 4-Shelf Metal Bookcases,302.94
"Global Leather and Oak Executive Chair, Black",1805.88
Global Adaptabilities Conference Tables,842.94
Fellowes Staxonsteel Drawer Files,965.85
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165
Xerox 1891,244.55
Martin Yale Chadless Opener Electric Letter Opener,1332.496
O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568
Logitech G700s Rechargeable Gaming Mouse,239.976
Riverside Furniture Stanwyck Manor Table Series,344.22
Fellowes Recycled Storage Drawers,333.09
Bevis 36 x 72 Conference Tables,248.98
Multicolor Computer Printout Paper,314.55
Chromcraft Round Conference Tables,418.296
Sharp 1540cs Digital Laser Copier,659.988
Hon Multipurpose Stacking Arm Chairs,909.72
"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235
GBC DocuBind 300 Electric Binding Machine,631.176
Avanti 4.4 Cu. Ft. Refrigerator,361.96
Cisco Unified IP Phone 7945G VoIP phone,818.376
Global Executive Mid-Back Manager's Chair,290.98
"24 Capacity Maxi Data Binder Racks, Pearl",1347.52
Avaya 5420 Digital phone,269.98
Hon GuestStacker Chair,408.006
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92
Multimedia Mailers,325.86
"Global Push Button Manager's Chair, Indigo",383.607
Vtech CS6719,537.544
GE 2-Jack Phone Line Splitter,659.168
Bevis Round Conference Table Top & Single Column Base,351.216
Bevis Steel Folding Chairs,230.28
Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136
Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984
Jabra SPEAK 410,657.93
Microsoft Sculpt Comfort Mouse,239.7
GBC Therma-A-Bind 250T Electric Binding System,590.352
Space Solutions Commercial Steel Shelving,452.55
Mitel 5320 IP Phone VoIP phone,302.384
Bretford Rectangular Conference Table Tops,902.712
"Hot File 7-Pocket, Floor Stand",535.41
Polycom VoiceStation 500 Conference phone,589.9
Global Ergonomic Managers Chair,542.94
Hewlett Packard LaserJet 3310 Copier,2879.952
Fellowes Super Stor/Drawer Files,258.48
Sauder Camden County Collection Library,586.398
Carina Double Wide Media Storage Towers in Natural & Black,242.94
Canon PC-428 Personal Copier,1599.92
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136
Okidata C331dn Printer,558.4
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646
Xerox 1917,440.19
Xerox 1891,244.55
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116
"Sauder Mission Library with Doors, Fruitwood Finish",623.4648
Fellowes Staxonsteel Drawer Files,772.68
Honeywell Quietcare HEPA Air Cleaner,283.14
ClearOne Communications CHAT 70 OC Speaker Phone,635.96
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94
Jabra Supreme Plus Driver Edition Headset,863.928
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92
Panasonic KX TS208W Corded phone,440.91
Global Low Back Tilter Chair,242.352
Hon Valutask Swivel Chairs,302.94
"Global Value Steno Chair, Gray",546.66
GBC DocuBind TL200 Manual Binding Machine,895.92
Aastra 6757i CT Wireless VoIP phone,344.704
"Bevis Oval Conference Table, Walnut",521.96
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17
"Bevis Round Conference Table Top, X-Base",268.935
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746
Okidata C331dn Printer,837.6
Panasonic KX-TG9471B,783.96
Panasonic KX T7736-B Digital phone,359.88
Plantronics HL10 Handset Lifter,742.336
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144
Xerox 1934,279.9
Bevis Rectangular Conference Tables,364.95
Cisco SPA 502G IP Phone,239.9
Global Ergonomic Managers Chair,380.058
Sharp AL-1530CS Digital Copier,1199.976
Hoover Upright Vacuum With Dirt Cup,463.248
Razer Kraken PRO Over Ear PC and Music Headset,383.952
Belkin 8 Outlet Surge Protector,245.88
Carina Media Storage Towers in Natural & Black,243.92
Plantronics 81402,263.96
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92
"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84
Carina Double Wide Media Storage Towers in Natural & Black,485.88
"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85
GBC DocuBind TL300 Electric Binding System,1793.98
Jawbone JAMBOX Wireless Bluetooth Speaker,758.352
Mophie Juice Pack Helium for iPhone,239.97
Global Troy Executive Leather Low-Back Tilter,2404.704
GBC DocuBind P50 Personal Binding Machine,563.024
Space Solutions HD Industrial Steel Shelving.,344.91
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92
Logitech diNovo Edge Keyboard,2249.91
Tennsco Single-Tier Lockers,1126.02
"24 Capacity Maxi Data Binder Racks, Pearl",1263.3
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
Iceberg Mobile Mega Data/Printer Cart ,481.32
Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058
Fellowes Bankers Box Recycled Super Stor/Drawer,269.9
Hon Every-Day Chair Series Swivel Task Chairs,254.058
GE 30522EE2,231.98
Xerox 1915,629.1
Global Comet Stacking Armless Chair,897.15
Tennsco 6- and 18-Compartment Lockers,1325.85
"O'Sullivan Elevations Bookcase, Cherry Finish",333.999
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82
"Hon Metal Bookcases, Putty",283.92
Tennsco Single-Tier Lockers,375.34
"Carina 42""Hx23 3/4""W Media Storage Unit",242.94
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04
Enermax Acrylux Wireless Keyboard,717.12
Digium D40 VoIP phone,773.94
SAFCO Arco Folding Chair,1325.76
Aastra 6757i CT Wireless VoIP phone,689.408
Ibico EPK-21 Electric Binding System,1889.99
Letter Size Cart,714.3
Zebra ZM400 Thermal Label Printer,2321.9
Samsung Galaxy Note 3,791.964
Samsung Galaxy S4,1502.376
Logitech P710e Mobile Speakerphone,772.47
Premier Electric Letter Opener,347.58
Logitech P710e Mobile Speakerphone,772.47
Nortel Meridian M3904 Professional Digital phone,461.97
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67
Logitech Wireless Performance Mouse MX for PC and Mac,239.976
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55
Logitech Illuminated - Keyboard,239.96
Wilson Electronics DB Pro Signal Booster,716.0
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46
Standard Rollaway File with Lock,720.76
Enermax Acrylux Wireless Keyboard,398.4
O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82
VTech DS6151,377.97
GE 30524EE4,391.98
Logitech Wireless Gaming Headset G930,383.976
Bush Advantage Collection Racetrack Conference Table,1781.682
Sharp 1540cs Digital Laser Copier,549.99
Motorola Droid Maxx,299.98
Bush Advantage Collection Round Conference Table,744.1
Riverside Furniture Stanwyck Manor Table Series,401.59
"Sauder Forest Hills Library, Woodland Oak Finish",359.499
Samsung Convoy 3,466.158
Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93
Safco Commercial Shelving,232.55
KI Adjustable-Height Table,464.292
Ativa V4110MDD Micro-Cut Shredder,2799.96
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3
Vtech CS6719,287.97
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492
Global Leather Executive Chair,842.376
Polycom SoundStation2 EX Conference phone,1214.85
Samsung Galaxy S4,1001.584
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84
Novimex Swivel Fabric Task Chair,301.96
Hon Every-Day Series Multi-Task Chairs,563.94
"Hot File 7-Pocket, Floor Stand",535.41
HON 5400 Series Task Chairs for Big and Tall,3504.9
Xerox 1915,314.55
Rush Hierlooms Collection Rich Wood Bookcases,328.3992
Aastra 57i VoIP phone,258.576
Tennsco Single-Tier Lockers,1801.632
LG Exalt,748.752
Hon Multipurpose Stacking Arm Chairs,1516.2
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6
High Speed Automatic Electric Letter Opener,3930.072
Polycom VVX 310 VoIP phone,431.976
"Dual Level, Single-Width Filing Carts",465.18
Harbour Creations 67200 Series Stacking Chairs,498.26
Avanti 1.7 Cu. Ft. Refrigerator,706.86
O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568
Chromcraft Round Conference Tables,697.16
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34
O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94
Nortel Business Series Terminal T7208 Digital phone,333.576
Case Logic 2.4GHz Wireless Keyboard,249.95
Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672
Safco Contoured Stacking Chairs,715.2
"Padded Folding Chairs, Black, 4/Carton",340.116
SAFCO Arco Folding Chair,966.7
Nortel Networks T7316 E Nt8 B27,543.92
Hon Rectangular Conference Tables,2275.5
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116
Green Bar Computer Printout Paper,307.776
Tennsco Industrial Shelving,244.55
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95
RCA Visys Integrated PBX 8-Line Router,267.96
Adjustable Depth Letter/Legal Cart,725.84
AT&T CL83451 4-Handset Telephone,329.584
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456
Standard Rollaway File with Lock,720.76
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96
Luxo Professional Combination Clamp-On Lamps,306.9
KI Conference Tables,347.361
Cameo Buff Policy Envelopes,348.488
Bose SoundLink Bluetooth Speaker,358.2
Plantronics Voyager Pro HD - Bluetooth Headset,545.916
Sauder Inglewood Library Bookcases,1025.88
Bush Somerset Collection Bookcase,556.665
AT&T 1070 Corded Phone,445.96
LG Exalt,280.782
Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0
Ibico Ibimaster 300 Manual Binding System,588.784
Plantronics Audio 478 Stereo USB Headset,249.95
Compact Automatic Electric Letter Opener,357.93
GBC DocuBind P100 Manual Binding Machine,331.96
"Bush Cubix Conference Tables, Fully Assembled",1478.272
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552
Tennsco Single-Tier Lockers,750.68
Logitech Illuminated - Keyboard,239.96
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
Hon Mobius Operator's Chair,664.146
Wilson Electronics DB Pro Signal Booster,859.2
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97
Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96
Global Chrome Stack Chair,239.96
Logitech G13 Programmable Gameboard with LCD Display,255.968
ClearOne CHATAttach 160 - speaker phone,2479.96
Plantronics S12 Corded Telephone Headset System,323.37
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97
Tennsco 6- and 18-Compartment Lockers,1325.85
Hewlett Packard LaserJet 3310 Copier,2999.95
Hewlett Packard LaserJet 3310 Copier,959.984
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64
Novimex Fabric Task Chair,243.92
Panasonic Business Telephones KX-T7736,546.06
Fellowes Officeware Wire Shelving,269.49
Fellowes High-Stak Drawer Files,352.38
"Global High-Back Leather Tilter, Burgundy",245.98
Panasonic KX-TG9471B,391.98
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85
GBC Therma-A-Bind 250T Electric Binding System,590.352
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9
Plantronics Savi W720 Multi-Device Wireless Headset System,843.9
Imation Bio 8GB USB Flash Drive Imation Corp,1496.16
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92
Logitech Wireless Headset h800,499.95
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98
"Bevis Oval Conference Table, Walnut",2348.82
Hon Comfortask Task/Swivel Chairs,273.552
"Iceberg OfficeWorks 42"" Round Tables",815.292
Enermax Aurora Lite Keyboard,234.45
Hon 2111 Invitation Series Corner Table,1256.22
Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97
SAFCO Arco Folding Chair,1325.76
Safco Contoured Stacking Chairs,572.16
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165
"Iceberg OfficeWorks 42"" Round Tables",377.45
Sensible Storage WireTech Storage Systems,511.056
Logitech G35 7.1-Channel Surround Sound Headset,389.97
Luxo Adjustable Task Clamp Lamp,355.36
Motorola Droid Maxx,1049.93
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058
Global Ergonomic Managers Chair,542.94
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96
Compact Automatic Electric Letter Opener,357.93
Sharp AL-1530CS Digital Copier,2799.944
Logitech G19 Programmable Gaming Keyboard,619.95
"SAFCO Commercial Wire Shelving, Black",331.536
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91
ShoreTel ShorePhone IP 230 VoIP phone,946.344
Hoover WindTunnel Plus Canister Vacuum,1089.75
"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92
"Hon Metal Bookcases, Putty",638.82
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72
SAFCO Boltless Steel Shelving,795.48
Cisco SPA301,249.584
Chromcraft Rectangular Conference Tables,355.455
Hon Multipurpose Stacking Arm Chairs,866.4
Hewlett Packard 610 Color Digital Copier / Printer,1999.96
Iceberg Mobile Mega Data/Printer Cart ,481.32
Avanti 4.4 Cu. Ft. Refrigerator,542.94
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82
"Belkin 19"" Center-Weighted Shelf, Gray",353.88
Toshiba IPT2010-SD IP Telephone,333.576
Hoover Upright Vacuum With Dirt Cup,1158.12
Canon PC1080F Personal Copier,599.99
Hon Comfortask Task/Swivel Chairs,638.288
"Dual Level, Single-Width Filing Carts",1395.54
"Global Leather and Oak Executive Chair, Black",421.372
Polycom VVX 310 VoIP phone,575.968
ClearOne CHATAttach 160 - speaker phone,1487.976
ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96
Compact Automatic Electric Letter Opener,238.62
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48
Xerox 189,419.4
Hon 5100 Series Wood Tables,581.96
Logitech G35 7.1-Channel Surround Sound Headset,519.96
"Leather Task Chair, Black",363.92
RCA ViSYS 25825 Wireless digital phone,415.968
Carina Media Storage Towers in Natural & Black,304.9
Fellowes Recycled Storage Drawers,777.21
Hoover Shoulder Vac Commercial Portable Vacuum,715.64
Tennsco 6- and 18-Compartment Lockers,795.51
Sharp 1540cs Digital Laser Copier,549.99
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666
"Iceberg OfficeWorks 42"" Round Tables",301.96
Hon GuestStacker Chair,1133.35
Global Troy Executive Leather Low-Back Tilter,1603.136
"Bush Cubix Conference Tables, Fully Assembled",1293.488
GBC ProClick Punch Binding System,447.86
Belkin 8 Outlet Surge Protector,245.88
Global Troy Executive Leather Low-Back Tilter,801.568
Xerox 1945,368.91
"Global High-Back Leather Tilter, Burgundy",885.528
High Speed Automatic Electric Letter Opener,4912.59
Plantronics Voyager Pro HD - Bluetooth Headset,259.96
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704
DMI Eclipse Executive Suite Bookcases,2003.92
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9
"Bevis Oval Conference Table, Walnut",313.176
Plantronics Audio 995 Wireless Stereo Headset,1099.5
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92
Apple iPhone 5S,683.988
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92
SanDisk Cruzer 64 GB USB Flash Drive,435.84
Logitech G700s Rechargeable Gaming Mouse,299.97
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24
Ibico Recycled Linen-Style Covers,234.36
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55
Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352
Mophie Juice Pack Helium for iPhone,575.928
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96
Fellowes Econo/Stor Drawers,387.72
Standard Rollaway File with Lock,360.38
AT&T 841000 Phone,552.0
KI Adjustable-Height Table,429.9
Xerox 1893,245.94
Hon 4-Shelf Metal Bookcases,504.9
GBC DocuBind 200 Manual Binding Machine,2357.488
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43
"Belkin 325VA UPS Surge Protector, 6'",387.136
"Lesro Round Back Collection Coffee Table, End Table",328.59
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352
Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56
Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44
Cisco SPA 502G IP Phone,287.88
Apple iPhone 5,4158.912
Avanti 1.7 Cu. Ft. Refrigerator,646.272
Global Comet Stacking Armless Chair,239.24
Fellowes PB300 Plastic Comb Binding Machine,310.392
Wilson Electronics DB Pro Signal Booster,859.2
Socket Bluetooth Cordless Hand Scanner (CHS),506.28
Office Star - Mesh Screen back chair with Vinyl seat,314.352
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152
"Bush Cubix Conference Tables, Fully Assembled",692.94
GBC DocuBind TL300 Electric Binding System,1345.485
Belkin 5 Outlet SurgeMaster Power Centers,272.4
Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96
"Global Geo Office Task Chair, Gray",518.272
Okidata B400 Printer,343.2
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62
Enermax Aurora Lite Keyboard,468.9
Hon Valutask Swivel Chairs,272.646
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127
Apple iPhone 5,1299.66
Global Troy Executive Leather Low-Back Tilter,2254.41
Bevis Boat-Shaped Conference Table,314.532
"Global Leather and Oak Executive Chair, Black",1474.802
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074
Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372
Xiaomi Mi3,2279.96
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216
"Global Value Steno Chair, Gray",327.996
"Global Push Button Manager's Chair, Indigo",767.214
Xerox 1914,274.8
Digium D40 VoIP phone,257.98
Novimex Turbo Task Chair,340.704
"Hon Metal Bookcases, Black",354.9
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33
Deluxe Rollaway Locking File with Drawer,332.704
Fellowes Staxonsteel Drawer Files,772.68
Cisco 8x8 Inc. 6753i IP Business Phone System,323.976
Smead Adjustable Mobile File Trolley with Lockable Top,838.38
Global Comet Stacking Arm Chair,1690.04
HTC One Mini,629.95
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84
"Global Fabric Manager's Chair, Dark Gray",403.92
Cisco SPA 502G IP Phone,383.84
Luxo Adjustable Task Clamp Lamp,799.56
Mitel MiVoice 5330e IP Phone,329.988
Canon PC940 Copier,1439.968
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92
Panasonic KX TS208W Corded phone,235.152
Fellowes PB300 Plastic Comb Binding Machine,2793.528
Letter Size Cart,1000.02
Global Highback Leather Tilter in Burgundy,291.168
Ibico Ibimaster 300 Manual Binding System,1471.96
Standard Rollaway File with Lock,360.38
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16
Premier Automatic Letter Opener,384.592
GBC ProClick 150 Presentation Binding System,442.372
Cisco SPA301,311.98
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056
First Data TMFD35 PIN Pad,428.4
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9
Hon Olson Stacker Stools,563.24
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176
Apple iPhone 5C,239.976
Hon 2111 Invitation Series Corner Table,502.488
Global Deluxe High-Back Manager's Chair,915.136
Dana Halogen Swing-Arm Architect Lamp,327.76
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96
Hoover Upright Vacuum With Dirt Cup,1737.18
"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184
Fellowes Staxonsteel Drawer Files,579.51
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716
Panasonic KX TS3282W Corded phone,339.96
"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96
LG G3,587.97
Polycom SoundPoint IP 450 VoIP phone,361.376
ShoreTel ShorePhone IP 230 VoIP phone,337.98
"3D Systems Cube Printer, 2nd Generation, White",1039.992
Premier Automatic Letter Opener,240.37
Logitech G19 Programmable Gaming Keyboard,371.97
Global Leather Executive Chair,561.584
Recycled Steel Personal File for Hanging File Folders,286.15
"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975
Space Solutions HD Industrial Steel Shelving.,229.94
Cameo Buff Policy Envelopes,311.15
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568
Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43
Hon Mobius Operator's Chair,368.97
"Carina Mini System Audio Rack, Model AR050B",332.94
Novimex High-Tech Fabric Mesh Task Chair,454.272
Canon imageCLASS 2200 Advanced Copier,8399.976
Hon Racetrack Conference Tables,945.036
Tenex Antistatic Computer Chair Mats,410.352
Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15
Nokia Lumia 925,302.376
Bretford CR4500 Series Slim Rectangular Table,974.988
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96
Deluxe Rollaway Locking File with Drawer,2079.4
VTech DS6151,629.95
Hoover WindTunnel Plus Canister Vacuum,871.8
VTech DS6151,503.96
Bush Mission Pointe Library,241.568
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08
Xerox 1883,295.456
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568
Grandstream GXP2100 Mainstream Business Phone,244.768
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86
Polycom CX300 Desktop Phone USB VoIP phone,539.964
Deluxe Rollaway Locking File with Drawer,1247.64
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832
Xerox 1908,279.9
Xerox 1893,286.93
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9
GBC DocuBind P400 Electric Binding System,5443.96
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67
Hewlett Packard 610 Color Digital Copier / Printer,1999.96
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,399.95
GBC DocuBind TL300 Electric Binding System,2152.776
DMI Eclipse Executive Suite Bookcases,4007.84
"Lesro Round Back Collection Coffee Table, End Table",328.59
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1
Novimex Swivel Fabric Task Chair,634.116
Global Highback Leather Tilter in Burgundy,327.564
Logitech Wireless Performance Mouse MX for PC and Mac,319.968
"24 Capacity Maxi Data Binder Racks, Pearl",505.32
Hon Every-Day Series Multi-Task Chairs,1522.638
Ames Color-File Green Diamond Border X-ray Mailers,419.9
"Lifetime Advantage Folding Chairs, 4/Carton",872.32
Ibico Hi-Tech Manual Binding System,243.992
DMI Arturo Collection Mission-style Design Wood Chair,317.058
"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4
Konica Minolta magicolor 1690MF Multifunction Printer,319.92
Imation Bio 2GB USB Flash Drive Imation Corp,1049.44
Polycom VVX 310 VoIP phone,1007.944
Nortel Networks T7316 E Nt8 B27,271.96
"Bush Westfield Collection Bookcases, Fully Assembled",302.94
Premier Electric Letter Opener,231.72
"Global Stack Chair with Arms, Black",239.84
Global Low Back Tilter Chair,484.704
Fellowes Powershred HS-440 4-Sheet High Security Shredder,371.976
Jabra SPEAK 410,469.95
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666
Martin Yale Chadless Opener Electric Letter Opener,4164.05
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96
PureGear Roll-On Screen Protector,279.86
Global Executive Mid-Back Manager's Chair,698.352
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25
GE 30524EE4,627.168
